dataset,video_num,question_w_q_morph,question,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
KETI-Airport,,,TRUE,동사무소  네모  프린트  곳,등본 발급은 어디에서 받을 수 있습니까?
KETI-Airport,,,TRUE,항공  배달  어디  곳,공항 내 택배를 보낼 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,항공  배달  곳  어디,공항 내 택배를 보낼 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,항공  배달  어디,공항 내 택배를 보낼 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,항공  배달  곳,공항 내 택배를 보낼 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,아기  유모차  빌리다  어디  곳,유모차 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,아기  유모차  빌리다  곳  어디,유모차 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,아기  유모차  빌리다  어디,유모차 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,아기  유모차  빌리다  곳,유모차 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,한국  항공  표  어디  곳,대한항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,한국  항공  표  곳  어디,대한항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,한국  항공  표  어디,대한항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,한국  항공  표  곳,대한항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  가다  검사  어디  곳,탑승수속은 어디에서 하나요?
KETI-Airport,,,TRUE,항공  가다  검사  곳  어디,탑승수속은 어디에서 하나요?
KETI-Airport,,,TRUE,항공  가다  검사  어디,탑승수속은 어디에서 하나요?
KETI-Airport,,,TRUE,항공  가다  검사  곳,탑승수속은 어디에서 하나요?
KETI-Airport,,,TRUE,표  직접  누르다  어디  곳,셀프체크인은 어디서 가능한가요?
KETI-Airport,,,TRUE,표  직접  누르다  곳  어디,셀프체크인은 어디서 가능한가요?
KETI-Airport,,,TRUE,표  직접  누르다  어디,셀프체크인은 어디서 가능한가요?
KETI-Airport,,,TRUE,표  직접  누르다  곳,셀프체크인은 어디서 가능한가요?
KETI-Airport,,,TRUE,캐리어  무게  어디  곳,캐리어 무게를 재는 곳은 어디인가요?
KETI-Airport,,,TRUE,캐리어  무게  곳  어디,캐리어 무게를 재는 곳은 어디인가요?
KETI-Airport,,,TRUE,캐리어  무게  어디,캐리어 무게를 재는 곳은 어디인가요?
KETI-Airport,,,TRUE,캐리어  무게  곳,캐리어 무게를 재는 곳은 어디인가요?
KETI-Airport,,,TRUE,짐  무게  초과  추가  돈주다  어디  곳,수하물 추가요금은 어디서 내나요?
KETI-Airport,,,TRUE,짐  무게  초과  추가  돈주다  곳  어디,수하물 추가요금은 어디서 내나요?
KETI-Airport,,,TRUE,짐  무게  초과  추가  돈주다  어디,수하물 추가요금은 어디서 내나요?
KETI-Airport,,,TRUE,짐  무게  초과  추가  돈주다  곳,수하물 추가요금은 어디서 내나요?
KETI-Airport,,,TRUE,물건  포장  어디  곳,물건을 포장해서 붙이고 싶은데 어디서 하나요?
KETI-Airport,,,TRUE,물건  포장  곳  어디,물건을 포장해서 붙이고 싶은데 어디서 하나요?
KETI-Airport,,,TRUE,물건  포장  어디,물건을 포장해서 붙이고 싶은데 어디서 하나요?
KETI-Airport,,,TRUE,물건  포장  곳,물건을 포장해서 붙이고 싶은데 어디서 하나요?
KETI-Airport,,,TRUE,다르다  나라  인터넷  신청  어디  곳,로밍센터는 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  인터넷  신청  곳  어디,로밍센터는 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  인터넷  신청  어디,로밍센터는 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  인터넷  신청  곳,로밍센터는 어디에 있습니까?
KETI-Airport,,,TRUE,주차  1번  어디  곳,제1 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,주차  1번  곳  어디,제1 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,주차  1번  어디,제1 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,주차  1번  곳,제1 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,택시  어디  곳,택시 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,택시  곳  어디,택시 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,택시  어디,택시 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,택시  곳,택시 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,서울  버스  어디  곳,서울 시내로 가는 버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,서울  버스  곳  어디,서울 시내로 가는 버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,서울  버스  어디,서울 시내로 가는 버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,서울  버스  곳,서울 시내로 가는 버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,차  빌리다  어디  곳,렌트카를 빌리는 곳은 어디에 있습니까?
KETI-Airport,,,TRUE,차  빌리다  곳  어디,렌트카를 빌리는 곳은 어디에 있습니까?
KETI-Airport,,,TRUE,차  빌리다  어디,렌트카를 빌리는 곳은 어디에 있습니까?
KETI-Airport,,,TRUE,차  빌리다  곳,렌트카를 빌리는 곳은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  모유  어디  곳,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  모유  곳  어디,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  모유  어디,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  모유  곳,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  젖병  어디  곳,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  젖병  곳  어디,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  젖병  어디,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  젖병  곳,유아 수유실은 어디에 있습니까?
KETI-Airport,,,TRUE,편지  어디  곳,우체국은 어디에 있습니까? 
KETI-Airport,,,TRUE,편지  곳  어디,우체국은 어디에 있습니까? 
KETI-Airport,,,TRUE,편지  어디,우체국은 어디에 있습니까? 
KETI-Airport,,,TRUE,편지  곳,우체국은 어디에 있습니까? 
KETI-Airport,,,TRUE,항공  짐  맡기다  어디  곳,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  맡기다  곳  어디,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  맡기다  어디,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  맡기다  곳,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  검사  두다  어디  곳,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  검사  두다  곳  어디,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  검사  두다  어디,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,항공  짐  검사  두다  곳,수하물보관소가 어디에 있습니까?
KETI-Airport,,,TRUE,책  어디  곳,서점은 어디에 있습니까?
KETI-Airport,,,TRUE,책  곳  어디,서점은 어디에 있습니까?
KETI-Airport,,,TRUE,책  어디,서점은 어디에 있습니까?
KETI-Airport,,,TRUE,책  곳,서점은 어디에 있습니까?
KETI-Airport,,,TRUE,항공  목욕  어디  곳,공항 내 샤워실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  곳  어디,공항 내 샤워실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  어디,공항 내 샤워실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  곳,공항 내 샤워실이 어디에 있나요?
KETI-Airport,,,TRUE,커피  어디  곳,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,커피  곳  어디,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,커피  어디,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,커피  곳,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,카페  어디  곳,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,카페  곳  어디,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,카페  어디,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,카페  곳,커피숍은 어디에 있습니까?
KETI-Airport,,,TRUE,제주  홍보  어디  곳,제주 홍보관은 어디입니까?
KETI-Airport,,,TRUE,제주  홍보  곳  어디,제주 홍보관은 어디입니까?
KETI-Airport,,,TRUE,제주  홍보  어디,제주 홍보관은 어디입니까?
KETI-Airport,,,TRUE,제주  홍보  곳,제주 홍보관은 어디입니까?
KETI-Airport,,,TRUE,수레  빌리다  어디  곳,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,수레  빌리다  곳  어디,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,수레  빌리다  어디,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,수레  빌리다  곳,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,휠체어  빌리다  어디  곳,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,휠체어  빌리다  곳  어디,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,휠체어  빌리다  어디,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,휠체어  빌리다  곳,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,TRUE,여행  정보  묻다  어디  곳,관광안내소는 어디에 있습니까?
KETI-Airport,,,TRUE,여행  정보  묻다  곳  어디,관광안내소는 어디에 있습니까?
KETI-Airport,,,TRUE,여행  정보  묻다  어디,관광안내소는 어디에 있습니까?
KETI-Airport,,,TRUE,여행  정보  묻다  곳,관광안내소는 어디에 있습니까?
KETI-Airport,,,TRUE,한국  먹다  어디  곳,한정식집이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  먹다  곳  어디,한정식집이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  먹다  어디,한정식집이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  먹다  곳,한정식집이 어디에 있습니까?
KETI-Airport,,,TRUE,일본  먹다  어디  곳,일식집이 어디에 있습니까?
KETI-Airport,,,TRUE,일본  먹다  곳  어디,일식집이 어디에 있습니까?
KETI-Airport,,,TRUE,일본  먹다  어디,일식집이 어디에 있습니까?
KETI-Airport,,,TRUE,일본  먹다  곳,일식집이 어디에 있습니까?
KETI-Airport,,,TRUE,중국  먹다  어디  곳,중식집이 어디에 있습니까?
KETI-Airport,,,TRUE,중국  먹다  곳  어디,중식집이 어디에 있습니까?
KETI-Airport,,,TRUE,중국  먹다  어디,중식집이 어디에 있습니까?
KETI-Airport,,,TRUE,중국  먹다  곳,중식집이 어디에 있습니까?
KETI-Airport,,,TRUE,햄버거  어디  곳,패스트푸드는 어디에 있습니까?
KETI-Airport,,,TRUE,햄버거  곳  어디,패스트푸드는 어디에 있습니까?
KETI-Airport,,,TRUE,햄버거  어디,패스트푸드는 어디에 있습니까?
KETI-Airport,,,TRUE,햄버거  곳,패스트푸드는 어디에 있습니까?
KETI-Airport,,,TRUE,빵  집  어디  곳,빵집이 어디에 있습니까
KETI-Airport,,,TRUE,빵  집  곳  어디,빵집이 어디에 있습니까
KETI-Airport,,,TRUE,빵  집  어디,빵집이 어디에 있습니까
KETI-Airport,,,TRUE,빵  집  곳,빵집이 어디에 있습니까
KETI-Airport,,,TRUE,호텔  항공  가깝다  어디  곳,공항 주변에 호텔은 어디있나요?
KETI-Airport,,,TRUE,호텔  항공  가깝다  곳  어디,공항 주변에 호텔은 어디있나요?
KETI-Airport,,,TRUE,호텔  항공  가깝다  어디,공항 주변에 호텔은 어디있나요?
KETI-Airport,,,TRUE,호텔  항공  가깝다  곳,공항 주변에 호텔은 어디있나요?
KETI-Airport,,,TRUE,아시아  항공  표  어디  곳,아시아나항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,아시아  항공  표  곳  어디,아시아나항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,아시아  항공  표  어디,아시아나항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,아시아  항공  표  곳,아시아나항공 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  쉬다  서비스  어디  곳,항공사 라운지는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  쉬다  서비스  곳  어디,항공사 라운지는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  쉬다  서비스  어디,항공사 라운지는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  쉬다  서비스  곳,항공사 라운지는 어디에 있습니까?
KETI-Airport,,,TRUE,세금  되돌리다  돈받다  어디  곳,세금환급tax refund 을 어디서 받나요?
KETI-Airport,,,TRUE,세금  되돌리다  돈받다  곳  어디,세금환급tax refund 을 어디서 받나요?
KETI-Airport,,,TRUE,세금  되돌리다  돈받다  어디,세금환급tax refund 을 어디서 받나요?
KETI-Airport,,,TRUE,세금  되돌리다  돈받다  곳,세금환급tax refund 을 어디서 받나요?
KETI-Airport,,,TRUE,여행  보험  가입  어디  곳,여행자보험을 가입하고 싶은데 어디서 하면 되나요?
KETI-Airport,,,TRUE,여행  보험  가입  곳  어디,여행자보험을 가입하고 싶은데 어디서 하면 되나요?
KETI-Airport,,,TRUE,여행  보험  가입  어디,여행자보험을 가입하고 싶은데 어디서 하면 되나요?
KETI-Airport,,,TRUE,여행  보험  가입  곳,여행자보험을 가입하고 싶은데 어디서 하면 되나요?
KETI-Airport,,,TRUE,와이파이1  빌리다  어디  곳,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이1  빌리다  곳  어디,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이1  빌리다  어디,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이1  빌리다  곳,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이2  빌리다  어디  곳,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이2  빌리다  곳  어디,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이2  빌리다  어디,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,와이파이2  빌리다  곳,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,TRUE,세금  공짜  어디  곳,면세점은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  곳  어디,면세점은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  어디,면세점은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  곳,면세점은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  인터넷  신고  받아오다  어디  곳,면세품 인도장은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  인터넷  신고  받아오다  곳  어디,면세품 인도장은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  인터넷  신고  받아오다  어디,면세품 인도장은 어디에 있습니까?
KETI-Airport,,,TRUE,세금  공짜  인터넷  신고  받아오다  곳,면세품 인도장은 어디에 있습니까?
KETI-Airport,,,TRUE,지방  버스  어디  곳,시외버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,지방  버스  곳  어디,시외버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,지방  버스  어디,시외버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,지방  버스  곳,시외버스 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,서울  기차  장소  가다  방법,서울역까지 어떻게 가나요?
KETI-Airport,,,TRUE,인천  항공  장소  가다  방법,인천공항으로 어떻게 가나요?
KETI-Airport,,,TRUE,차  빌리다  방법,렌트카를 이용하려면 어떻게 해야 하나요?
KETI-Airport,,,TRUE,주차  미리  돈주다  가능,주차요금을 정산할 수 있나요?
KETI-Airport,,,TRUE,수화  통역  필요  신청  방법,수화통역을 요청하고 싶습니다.
KETI-Airport,,,TRUE,비행기  지각  방법,비행기시간을 놓쳤습니다. 어떻게 해야 하나요?
KETI-Airport,,,TRUE,비행기  취소  가능,비행기를 취소 할 수 있을까요?
KETI-Airport,,,TRUE,비행기  시간  바꾸다2  세금  돈  몇,항공사 예약 변경 수수료를 확인하고 싶은데 어떻게 하나요?
KETI-Airport,,,TRUE,비행기  취소  세금  돈  몇,항공사 예약 취소 수수료를 확인하고 싶은데 어떻게 하나요?
KETI-Airport,,,TRUE,비행기  표  잃어버리다  방법,항공권을 잃어버렸습니다. 어떻게 하나요?
KETI-Airport,,,TRUE,비행기  표  잃어버리다  다시  만들다  받다  가능,항공권을 잃어버렸습니다.  재발급이 가능 한가요?
KETI-Airport,,,TRUE,비자  책  잃어버리다  방법,여권을 잃어버렸습니다. 어떻게 하나요?
KETI-Airport,,,TRUE,비자  책  없다  방법,여권이 없습니다. 어떻게 하나요?
KETI-Airport,,,TRUE,지문  네모  없다  방법,신분증이 없습니다. 어떻게 하나요?
KETI-Airport,,,TRUE,물건  잃어버리다  찾다  가능,분실물을 확인할 수 있을까요?
KETI-Airport,,,TRUE,핸드폰  비행기  표  충전  싶다  방법,모바일 탑승권 사용하고 싶어요 어떻게 하나요?
KETI-Airport,,,TRUE,비행기  안  물건  가지다  안되다  무엇,기내반입금지 품목을 알려주세요.
KETI-Airport,,,TRUE,비행기  안  물건  가지다  금지  무엇,기내반입금지 품목을 알려주세요.
KETI-Airport,,,TRUE,비행기  안  노트북  가지다  가능,노트북을 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,노트북  비행기  안  가지다  가능,노트북을 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,노트북  짐  맡기다  가능,노트북을 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  카메라  가지다  가능,카메라를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,카메라  비행기  안  가지다  가능,카메라를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,카메라  짐  맡기다  가능,카메라를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  캠코더  가지다  가능,캠코더를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,캠코더  비행기  안  가지다  가능,캠코더를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,캠코더  짐  맡기다  가능,캠코더를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  핸드폰  충전  네모  가지다  가능,핸드폰 보조 배터리를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,핸드폰  충전  네모  비행기  안  가지다  가능,핸드폰 보조 배터리를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,핸드폰  충전  네모  짐  맡기다  가능,핸드폰 보조 배터리를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  칼  가지다  가능,칼을 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,칼  비행기  안  가지다  가능,칼을 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,칼  짐  맡기다  가능,칼을 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  가위  가지다  가능,가위를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,가위  비행기  안  가지다  가능,가위를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,가위  짐  맡기다  가능,가위를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  담배  라이터  가지다  가능,라이터를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,담배  라이터  비행기  안  가지다  가능,라이터를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,담배  라이터  짐  맡기다  가능,라이터를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  물  병  가지다  가능,물병을 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,물  병  비행기  안  가지다  가능,물병을 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,물  짐  맡기다  가능,액체를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  손톱깍이  가지다  가능,손톱깍이를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,손톱깍이  비행기  안  가지다  가능,손톱깍이를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,손톱깍이  짐  맡기다  가능,손톱깍이를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  골프채  가지다  가능,골프채를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,골프채  비행기  안  가지다  가능,골프채를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,골프채  짐  맡기다  가능,골프채를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  낚시대  가지다  가능,낚시대를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,낚시대  비행기  안  가지다  가능,낚시대를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,낚시대  짐  맡기다  가능,낚시대를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,비행기  안  스케이트  가지다  가능,스케이트를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,스케이트  비행기  안  가지다  가능,스케이트를 기내에 가져갈 수 있나요?
KETI-Airport,,,TRUE,스케이트  짐  맡기다  가능,스케이트를 위탁 수하물로 보낼 수 있나요?
KETI-Airport,,,TRUE,가방  맡기다  가능  개수  몇,위탁 수하물을 몇 개까지 보낼 수 있나요?
KETI-Airport,,,TRUE,가방  맡기다  무게  한계  몇,위탁 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,TRUE,가방  짐들다  무게  한계  몇,위탁 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,TRUE,가방  맡기다  무게  최고  가능  몇,위탁 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,TRUE,가방  짐들다  무게  최고  가능  몇,위탁 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,TRUE,가방  비행기  안  가지다  가능  개수  몇,기내 수하물은 몇 개까지 가능한가요?
KETI-Airport,,,TRUE,가방  비행기  안  가지다  무게  한계  몇,기내 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,TRUE,가방  비행기  안  가지다  무게  최고  가능  몇,기내 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,TRUE,비행기  안  강아지  가지다  가능,반려견를 기내에 데려갈 수 있나요?
KETI-Airport,,,TRUE,강아지  비행기  안  가지다  가능,반려견를 기내에 데려갈 수 있나요?
KETI-Airport,,,TRUE,비행기  안  강아지  가지다  가능,반려견을 기내에 데려갈 수 있나요?
KETI-Airport,,,TRUE,강아지  비행기  안  가지다  가능,반려견을 기내에 데려갈 수 있나요?
KETI-Airport,,,FALSE,안녕,안녕하세요.
KETI-Airport,,,FALSE,만나다  반갑다,만나서 반갑습니다.
KETI-Airport,,,FALSE,공항  방문  감사,김포공항을 이용해 주셔서 감사합니다.
KETI-Airport,,,FALSE,공항  방문  농인  위하다  서비스  드리다,공항을 이용하시는 농인들을 위한 서비스를 제공하고 있습니다.
KETI-Airport,,,FALSE,궁금  있다  묻다  부탁,궁금하신 내용을 수어로 물어봐 주세요.
KETI-Airport,,,FALSE,수어  느리다  부탁,수어를 천천히 해주시기 바랍니다.
KETI-Airport,,,FALSE,다시  수어  부탁,다시 한 번 수어를 해주시기 바랍니다.
KETI-Airport,,,FALSE,확인  중,확인 중입니다.
KETI-Airport,,,FALSE,정보  찾다  중,정보를 찾고있습니다.
KETI-Airport,,,FALSE,미안  정보  찾다  없다,정보를 찾을 수 없습니다.
KETI-Airport,,,FALSE,제일  가깝다  곳  찾다  드리다,가장 가까운 곳으로 검색해드리겠습니다.
KETI-Airport,,,FALSE,정보  묻다  곳  가다  부탁,가까운 안내 데스크를 이용해 주시기 바랍니다.
KETI-Airport,,,TRUE,궁금  또  있다,더 궁금하신 점은 없으신가요?
KETI-Airport,,,FALSE,다음  또  오다  부탁,다음에 또 이용해 주세요.
KETI-Airport,,,FALSE,여행  편안  반갑다  부탁,즐거운 여행 되시길 바랍니다.
KETI-Airport,,,FALSE,잠깐  기다리다  부탁,잠시만 기다려 주세요.
KETI-Airport,,,FALSE,미안,죄송합니다.
KETI-Airport,,,FALSE,감사,감사합니다.
KETI-Airport,,,FALSE,알다,네. 알겠습니다.
KETI-Airport,,,FALSE,맞다,네. 맞습니다.
KETI-Airport,,,FALSE,아니다,아니요.
KETI-Airport,,,FALSE,모르다,모르겠습니다.
KETI-Airport,,,FALSE,틀리다,틀립니다.
KETI-Airport,,,FALSE,괜찮다,괜찮습니다.
KETI-Airport,,,TRUE,항공,항공사 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,발권,발권 카운터는 어디에 있나요?
KETI-Airport,,,TRUE,탑승,탑승수속은 어디에서 하나요?
KETI-Airport,,,TRUE,유실물,유실물 센터는 어디에 있습니까?
KETI-Airport,,,TRUE,지하철,지하철 승강장은 어디에 있습니까?
KETI-Airport,,,TRUE,버스,버스 승강장은 어디에 있나요?
KETI-Airport,,,TRUE,서울역,서울역에 어떻게 갈 수 있나요?
KETI-Airport,,,TRUE,로밍,로밍센터는 어디에 있습니까?
KETI-Airport,,,TRUE,환전,환전은 어디서 하나요?
KETI-Airport,,,TRUE,수화물,수하물을 분실하였습니다. 어떻게 하나요?
KETI-Airport,,,TRUE,와이파이,와이파이 신청이 가능한가요?
KETI-Daily,,,FALSE,쉽다,쉽다
KETI-Daily,,,FALSE,제일 쉽다 무엇 공부,공부가 가장 쉬웠어요
KETI-Daily,,,FALSE,모두 일 쉽다 아니다,모든 일이 쉽게 이루어지지 않는다
KETI-Daily,,,FALSE,일 편하다 생각 하지마,쉽게 일 할 생각하지 마라
KETI-Daily,,,FALSE,문제 쉽다,문제가 쉬웠어요
KETI-Daily,,,FALSE,쓰다 저장 기억 가능,메모해야 기억하기 쉽다
KETI-Daily,,,FALSE,시작,시작
KETI-Daily,,,FALSE,지금 시작 해라,지금부터 시작해라
KETI-Daily,,,FALSE,시작,준비 시작!
KETI-Daily,,,FALSE,2016 새롭다 날 시작,"2016년, 새해가 시작된다"
KETI-Daily,,,FALSE,수업 시작,수업 시작했어
KETI-Daily,,,FALSE,빨리 시작,빨리 시작하자
KETI-Daily,,,FALSE,싫다,싫다
KETI-Daily,,,FALSE,남자 만나다 싫다,그 남자를 만나기 싫어
KETI-Daily,,,FALSE,거짓말 싫다,거짓말이 싫어요
KETI-Daily,,,FALSE,간섭 싫다,날 간섭하는 것이 싫다
KETI-Daily,,,FALSE,싫다 무엇 야채,내가 싫어하는 음식은 야채다
KETI-Daily,,,FALSE,나 너 싫다,나는 네가 싫어
KETI-Daily,,,FALSE,심심하다,심심하다
KETI-Daily,,,FALSE,방학 시작 심심하다,방학이 시작했는데 심심하다
KETI-Daily,,,FALSE,방학 시작 심심하다,입이 심심하다
KETI-Daily,,,FALSE,심심하다 무엇,심심할때 무엇을 하면 좋을까
KETI-Daily,,,FALSE,친구 심심하다 시간 나 부르다,친구는 심심하면 나를 부른다
KETI-Daily,,,FALSE,심심하다,너무 심심해
KETI-Daily,,,FALSE,아프다,아프다
KETI-Daily,,,FALSE,마음 아프다,마음이 아프다
KETI-Daily,,,FALSE,몸 병 아프다,몸이 아프다
KETI-Daily,,,FALSE,배 아프다,배가 아파서 병원에 갔다
KETI-Daily,,,FALSE,아프다 원인 병원 입원,아파서 병원에 입원했다
KETI-Daily,,,FALSE,할머니 아프다,할머니가 편찮으셔
KETI-Daily,,,FALSE,시험 어렵다,시험이 어려웠다
